Vehicle,Sold,Delivered,Trim,Stock Number,Pricing,Msrp,Mileage,Leads,Last lead,Deals,Age
2024 BMW X7,No,Yes,ALPINA XB7 Sports Activity Vehicle,B9056446A,116891.0,116891.0,32059,5,05/01/2026 14:24:16 +00:00,4,42
2025 Genesis GV80,No,No,3.5T Prestige AWD,M7V12376A,0.0,0.0,13268,0,,0,43
2026 BMW X5,No,No,M60i Sports Activity Vehicle,B9413182,109050.0000,109050.0000,8,2,04/20/2026 09:29:43 +00:00,3,43
2021 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9052918A,37788.0000,37788.0000,50534,0,,0,44
2023 MINI Countryman,No,No,Cooper S FWD,BP3P84753,28607.0,28607.0,19850,1,04/21/2026 14:40:21 +00:00,1,44
2026 MINI Countryman,No,No,S ALL4,M7V01690,45595.0,45595.0,17,0,,1,44
2024 Mercedes-Benz GLE,No,No,AMG GLE 53 4MATIC+ Coupe,BPB264470,74659.0,74659.0,37738,4,05/02/2026 21:38:40 +00:00,5,44
2026 BMW iX,No,No,xDrive45 Sports Activity Vehicle,BCX35271,79975.0,79975.0,7,5,05/06/2026 18:30:36 +00:00,9,44
2020 Bentley Continental,No,No,GT First Edition Coupe,RC023760A,163796.0,163796.0,25862,0,,0,45
2026 BMW X5,No,No,xDrive40i Sports Activity Vehicle,B9441874,80650.0,80650.0,5,0,,0,46
2023 MINI Hardtop 4 Door,No,No,Cooper S FWD,BP2T74631,0.0,0.0,14430,0,,0,47
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5584584,48575.0,48575.0,6,0,,0,47
2026 BMW 8 Series,No,No,840i Gran Coupe,BCX37462,100125.0000,100125.0000,8,0,,0,47
2026 Rolls-Royce Cullinan,No,No,Sport Utility,RU235124,524850.0000,524850.0000,23,1,04/12/2026 00:36:20 +00:00,1,47
2022 BMW X7,No,No,ALPINA XB7 Sports Activity Vehicle,BP9L23947,90691.0,90691.0,10192,3,04/30/2026 21:42:34 +00:00,5,47
2023 BMW 5 Series,No,No,M550i xDrive Sedan,B9215337B,60891.0,60891.0,24980,3,04/28/2026 18:54:30 +00:00,7,47
2026 BMW M4,No,No,Competition xDrive Convertible,BCX44282,103730.0,103730.0,6,8,05/03/2026 20:46:22 +00:00,7,47
2026 MINI Hardtop 4 Door,No,No,Cooper FWD,M2Y11827,34725.0,34725.0,5,8,05/05/2026 15:11:28 +00:00,7,47
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9403661,64660.0,64660.0,5,1,03/28/2026 16:32:00 +00:00,0,48
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9407965,81625.0,81625.0,6,0,,2,48
2026 BMW X3,Yes,No,30 xDrive Sports Activity Vehicle,B9403326,57260.0000,57260.0000,5,2,04/13/2026 21:42:06 +00:00,4,48
2026 BMW i4,No,No,eDrive40 Gran Coupe,BFW35397,63380.0000,63380.0000,2,1,04/21/2026 01:27:56 +00:00,1,49
2026 BMW i4,No,No,M60 Gran Coupe,BFW33687,76530.0000,76530.0000,5,1,03/22/2026 06:54:42 +00:00,1,49
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9406039,81700.0000,81700.0000,6,1,03/26/2026 13:58:18 +00:00,1,49
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9403285,62780.0000,62780.0000,8,0,,1,49
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9403574,60560.0000,60560.0000,6,0,,1,49
2024 Lamborghini Urus,No,No,S AWD,BCW20354D,279315.0,279315.0,2004,0,,2,49
2026 BMW X2,No,No,xDrive28i Sports Activity Coupe,B5586676,53675.0,53675.0,5,0,,2,49
2026 BMW i4,No,No,eDrive40 Gran Coupe,BFW37042,62950.0,62950.0,3,1,05/04/2026 13:08:10 +00:00,3,49
2026 BMW i7,No,No,xDrive60 Sedan,BCX39363,134530.0000,134530.0000,6,2,05/01/2026 12:09:49 +00:00,4,49
2026 BMW X1,Yes,Yes,xDrive28i Sports Activity Vehicle,B5582340,45725.0,45725.0,5,6,05/06/2026 20:20:13 +00:00,10,49
2025 BMW X3,No,No,30 xDrive Sports Activity Vehicle,BP9124484,50422.0000,50422.0000,5236,0,,0,50
2025 BMW X3,No,No,30 xDrive Sports Activity Vehicle,BP9091353,56300.0000,56300.0000,6055,0,,0,50
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5575633,47925.0,47925.0,12,0,,0,50
2026 BMW 8 Series,No,No,840i Gran Coupe,BCX33604,99625.0,99625.0,6,0,,0,50
2026 BMW X5,No,Yes,sDrive40i Sports Activity Vehicle,B9404651,79600.0,79600.0,10,1,03/25/2026 21:43:43 +00:00,0,50
2026 BMW X2,No,No,xDrive28i Sports Activity Coupe,B5583445,50125.0,50125.0,5,0,,0,50
2021 Bentley Bentayga,No,No,Speed AWD,ETC037932,154107.0,154107.0,19337,0,,1,50
2026 BMW 5 Series,No,No,530i Sedan,BCX37138,63775.0,63775.0,8,0,,1,50
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5581036,48375.0,48375.0,9,1,03/25/2026 19:31:29 +00:00,1,50
2019 Rolls-Royce Wraith,No,No,Coupe,RPUX87371,207984.0,207984.0,17270,0,,2,50
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5583177,46175.0,46175.0,5,3,05/05/2026 12:34:27 +00:00,3,50
2026 BMW i4,No,No,eDrive40 Gran Coupe,BFW37699,63280.0,63280.0,8,2,04/19/2026 15:46:23 +00:00,4,50
2026 BMW X5 M,No,No,Competition AWD,B9405588,143140.0,143140.0,6,1,03/19/2026 16:23:50 +00:00,4,50
2026 BMW X2,No,No,xDrive28i Sports Activity Coupe,B5578510,50425.0,50425.0,6,1,04/25/2026 21:56:54 +00:00,4,50
2026 BMW X1,No,No,M35i Sports Activity Vehicle,B5587795,59675.0,59675.0,5,2,05/04/2026 19:38:14 +00:00,4,50
2025 BMW X3,No,No,30 xDrive Sports Activity Vehicle,BP9088742A,47039.0,47039.0,10472,4,04/30/2026 22:59:54 +00:00,6,50
2024 Porsche 911,No,No,Targa 4S,BPS234435,201818.0,201818.0,2476,1,03/24/2026 13:15:23 -05:00,2,51
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5575597,47725.0,47725.0,6,0,,0,51
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5587306,47525.0,47525.0,8,0,,0,51
2026 BMW 5 Series,No,No,530i Sedan,BCX36049,63975.0,63975.0,5,0,,1,51
2019 Audi A7,No,No,Premium Plus 55 TFSI quattro,BCW69957A,37591.0,37591.0,11668,2,05/05/2026 06:35:42 +00:00,2,51
2026 MINI Countryman,No,No,S ALL4,M7V12386,36075.0,36075.0,8,4,05/06/2026 20:05:55 +00:00,4,51
2022 Mercedes-Benz GLC,No,No,GLC 300 SUV,B5564111A,28883.0000,28883.0000,28931,0,,0,53
2024 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9303250A,55291.0,55291.0,10807,1,04/14/2026 18:21:42 +00:00,0,53
2026 BMW 8 Series,No,No,840i xDrive Gran Coupe,BCX39425,101325.0,101325.0,8,0,,0,53
2026 MINI Countryman,No,No,S ALL4,M7V15773,46710.0000,46710.0000,8,0,,0,53
2025 Mercedes-Benz S-Class,No,No,Maybach S 680 4MATIC Sedan,B9243780C,205990.0,205990.0,3176,2,05/03/2026 19:53:37 +00:00,3,53
2026 BMW i4,No,No,eDrive40 Gran Coupe,BFW39345,60080.0,60080.0,4,6,04/16/2026 15:50:42 +00:00,13,53
2026 MINI Countryman,No,No,S ALL4,M7V14436,36075.0000,36075.0000,9,0,,0,54
2026 MINI Countryman,No,No,S ALL4,M7V18121,36075.0000,36075.0000,8,0,,0,54
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5593881,49380.0,49380.0,6,0,,0,54
2026 BMW X2,No,No,xDrive28i Sports Activity Coupe,B5580127,52600.0,52600.0,7,0,,1,54
2026 MINI Countryman,No,No,S ALL4,M7V12250,36075.0,36075.0,5,1,05/03/2026 14:08:53 +00:00,1,54
2021 Rolls-Royce Cullinan,No,No,Sport Utility,RPU203704Z,330389.0,330389.0,5703,0,,1,54
2026 MINI Countryman,No,No,S ALL4,M7V18034,36075.0,36075.0,10,1,04/22/2026 14:03:39 +00:00,1,54
2026 MINI Countryman,No,No,S ALL4,M7V07727,36075.0,36075.0,7,2,05/06/2026 20:33:25 +00:00,2,54
2023 BMW 3 Series,No,No,330i Sedan,BFW40541A,35859.0,35859.0,13118,1,04/09/2026 02:53:24 +00:00,2,54
2022 Lamborghini Urus,No,No,AWD,RU234231A,219221.0,219221.0,9202,9,05/05/2026 20:38:52 +00:00,14,54
2026 MINI Hardtop 4 Door,No,No,Cooper S FWD,M2Y25261,38025.0,38025.0,6,2,04/20/2026 12:56:11 +00:00,0,55
2023 BMW X3,No,No,sDrive30i Sports Activity Vehicle South Africa,B5550060A,34930.0,34930.0,25867,1,04/25/2026 22:54:09 +00:00,1,55
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9395663,62460.0000,62460.0000,5,0,,1,55
2026 BMW X5,No,No,xDrive50e Plug-In Hybrid,B9398374,87250.0000,87250.0000,6,3,04/25/2026 09:48:36 +00:00,3,55
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9395174,76875.0,76875.0,6,1,03/24/2026 18:51:51 +00:00,3,55
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9395959,59560.0000,59560.0000,5,0,,0,56
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9396281,59610.0000,59610.0000,5,0,,2,56
2026 BMW 4 Series,No,No,430i Gran Coupe,BFW28675,59275.0000,59275.0000,5,4,04/29/2026 11:07:37 +00:00,4,56
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9390891,58280.0000,58280.0000,8,0,,0,57
2026 Bentley Continental GTC,No,No,,RC028036,455250.0,455250.0,30,0,,0,57
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9390788,59130.0,59130.0,6,1,04/30/2026 21:28:31 +00:00,3,57
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9388767,63300.0000,63300.0000,7,0,,0,58
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9388813,59580.0000,59580.0000,6,0,,1,58
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9388744,63180.0000,63180.0000,5,0,,1,58
2026 BMW X5 M,No,No,Competition AWD,B9391925,145220.0000,145220.0000,6,0,,1,58
2024 Lamborghini Urus,No,No,Performante AWD,RU224344A,329990.0,329990.0,2265,3,05/05/2026 23:39:42 +00:00,6,58
2023 Maserati Levante,No,No,GT AWD,RC032040B,48791.0000,48791.0000,19916,0,,0,59
2024 BMW X5,No,No,xDrive40i Sports Activity Vehicle,B9373468A,56561.0,56561.0,25402,9,05/06/2026 14:02:07 +00:00,11,59
2026 Rolls-Royce Cullinan,No,No,Black Badge Sport Utility,RU235100,551550.0000,551550.0000,21,1,04/15/2026 06:46:56 +00:00,1,60
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9426745,59960.0000,59960.0000,5,1,03/29/2026 17:22:02 +00:00,1,60
2027 BMW X7,No,No,xDrive40i Sports Activity Vehicle,B9430527,97380.0000,97380.0000,6,1,03/26/2026 12:18:30 +00:00,3,60
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9427009,59860.0,59860.0,6,0,,3,60
2025 BMW 3 Series,No,No,330i Sedan,BP9032525A,41791.0,41791.0,8502,5,05/04/2026 00:25:33 +00:00,4,60
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9387416,78250.0,78250.0,6,0,,0,61
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9453399,61310.0000,61310.0000,5,0,,0,61
2026 BMW X3,No,No,M50 xDrive Sports Activity Vehicle,B9453506,75580.0000,75580.0000,9,0,,0,61
2026 Bentley Continental GTC,No,No,,RC027801,415380.0,415380.0,43,0,,0,61
2027 BMW X7,No,No,xDrive40i Sports Activity Vehicle,B9441604,97130.0,97130.0,6,0,,1,61
2027 BMW X6,No,No,xDrive40i Sports Activity Coupe,B9442693,86180.0,86180.0,9,0,,1,61
2026 BMW X5,No,No,M60i Sports Activity Vehicle,B9389783,101300.0000,101300.0000,7,0,,1,61
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9389442,83200.0000,83200.0000,5,2,04/04/2026 13:34:28 +00:00,2,61
2026 BMW 5 Series,No,No,550e xDrive Sedan,BCX54729,86365.0,86365.0,8,0,,2,61
2026 BMW X5,No,No,xDrive40i Sports Activity Vehicle,B9389826,86700.0,86700.0,4,3,04/30/2026 12:57:47 +00:00,4,61
2026 BMW 4 Series,No,No,430i Convertible,BCX43017,69625.0,69625.0,7,2,04/24/2026 16:39:08 +00:00,10,61
2023 MINI Hardtop 2 Door,No,No,Cooper S FWD,BP2T73747,24404.0,24404.0,11415,0,,0,62
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9452705,61760.0000,61760.0000,6,0,,0,62
2026 BMW X5 M,No,No,Competition AWD,B9387057,140875.0000,140875.0000,8,0,,1,62
2026 BMW X5,No,No,M60i Sports Activity Vehicle,B9385751,101625.0,101625.0,10,1,04/27/2026 21:11:09 +00:00,1,62
2027 BMW X6,No,No,xDrive40i Sports Activity Coupe,B9430529,86180.0000,86180.0000,5,1,04/16/2026 12:45:41 +00:00,1,62
2026 BMW X5,No,No,xDrive40i Sports Activity Vehicle,B9429060,83795.0,83795.0,5,1,04/08/2026 20:11:25 +00:00,1,62
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9453490,59510.0,59510.0,6,1,05/06/2026 18:44:16 +00:00,2,62
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9381437,61645.0,61645.0,8,2,04/03/2026 16:07:57 +00:00,2,62
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5590144,50930.0000,50930.0000,10,0,,3,62
2026 BMW 3 Series,No,No,330i Sedan *Ltd Avail*,BFW39167,51050.0,51050.0,5,2,03/19/2026 14:27:45 +00:00,4,62
2026 BMW X5,No,No,xDrive40i Sports Activity Vehicle,B9386109,76675.0000,76675.0000,6,1,04/30/2026 18:49:34 +00:00,5,62
2026 BMW 4 Series,No,No,430i Convertible,BCX51087,64780.0000,64780.0000,5,3,03/30/2026 15:00:00 +00:00,5,62
2026 BMW X7,No,No,xDrive40i Sports Activity Vehicle,B9385724,92880.0,92880.0,6,5,05/04/2026 02:57:30 +00:00,9,62
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9381138,61680.0,61680.0,5,1,03/06/2026 15:58:03 +00:00,2,63
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9381594,60780.0000,60780.0000,10,2,03/25/2026 13:31:05 +00:00,3,63
2026 BMW X5,No,No,M60i Sports Activity Vehicle,B9383244,103575.0,103575.0,7,0,,3,64
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9375456,63315.0,63315.0,6,3,04/23/2026 16:30:46 +00:00,7,64
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9383873,80250.0000,80250.0000,8,0,,0,65
2026 Bentley Continental GTC,No,No,Base,RC026935,322805.0,322805.0,30,0,,0,65
2026 MINI Countryman,No,No,S ALL4,M7V03081,36075.0000,36075.0000,8,0,,0,65
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5569162,47875.0,47875.0,6,0,,0,65
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9375988,62860.0,62860.0,8,0,,0,65
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9383940,82400.0000,82400.0000,6,0,,0,65
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9383874,81750.0000,81750.0000,8,0,,0,65
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9384697,75650.0000,75650.0000,6,0,,0,65
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5576028,47725.0,47725.0,6,1,04/03/2026 23:37:32 +00:00,0,65
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9375885,59030.0,59030.0,5,1,04/08/2026 17:46:43 +00:00,1,65
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9383524,80200.0000,80200.0000,5,1,04/01/2026 08:48:02 +00:00,1,65
2026 MINI Countryman,No,No,S ALL4,M7V03738,36075.0000,36075.0000,7,1,04/16/2026 17:20:01 +00:00,2,65
2026 MINI Countryman,No,Yes,S ALL4,M7V05474,46175.0,46175.0,8,1,03/12/2026 18:17:36 +00:00,2,65
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9385521,79100.0,79100.0,5,1,03/08/2026 17:10:24 +00:00,2,65
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9375581,60210.0,60210.0,5,0,,2,65
2026 BMW X5,No,No,M60i Sports Activity Vehicle,B9385596,104125.0,104125.0,6,2,03/15/2026 00:31:39 +00:00,2,65
2026 BMW 5 Series,No,No,530i Sedan,BCX31678,70275.0,70275.0,10,1,05/05/2026 10:43:44 +00:00,3,65
2026 MINI Countryman,No,No,S ALL4,M7V05565,46175.0,46175.0,8,1,03/12/2026 03:33:24 +00:00,4,65
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9381195,57530.0,57530.0,9,2,04/16/2026 23:12:13 +00:00,10,65
2026 BMW X6,No,No,xDrive40i Sports Activity Coupe,B9382386,88650.0,88650.0,6,0,,2,67
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9375625,58960.0000,58960.0000,5,0,,2,67
2026 BMW X5,No,No,xDrive40i Sports Activity Vehicle,B9382855,73175.0000,73175.0000,7,4,04/26/2026 18:50:51 +00:00,5,67
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5575949,48125.0,48125.0,5,1,02/28/2026 19:20:33 +00:00,1,68
2026 BMW X2,No,No,xDrive28i Sports Activity Coupe,B5575396,49900.0,49900.0,5,2,05/04/2026 13:12:15 +00:00,2,68
2026 Rolls-Royce Cullinan,No,No,Sport Utility,RU234565,474250.0000,474250.0000,940,1,04/24/2026 17:58:45 +00:00,2,69
2025 Mercedes-Benz S-Class,No,No,AMG S 63 E 4MATIC Sedan,RU229764B,159990.0,159990.0,6409,0,,3,70
2026 BMW i5,No,No,xDrive40 Sedan,BCX32036,77240.0,77240.0,7,2,04/25/2026 21:48:06 +00:00,4,70
2023 Porsche Cayenne,Yes,Yes,AWD,BCW44684A,64491.0,64491.0,11451,0,,0,71
2026 Bentley Continental GTC,No,No,,RC028306,421785.0000,421785.0000,43,0,,0,71
2026 Bentley Continental GT,No,No,Base,RC028139,352535.0000,352535.0000,36,0,,1,71
2026 BMW X5,Yes,No,sDrive40i Sports Activity Vehicle,B9377975,81875.0,81875.0,7,4,04/06/2026 21:38:17 +00:00,3,71
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9374894,80300.0,80300.0,6,0,,0,72
2025 Bentley Flying Spur,No,No,Speed Sedan,RU233697B,289899.0,289899.0,2211,0,,0,72
2021 Mercedes-Benz GLC,Yes,Yes,AMG GLC 43 4MATIC SUV,B9302814B,37981.0,37981.0,37231,3,03/31/2026 00:10:57 +00:00,1,72
2026 BMW X5,No,No,M60i Sports Activity Vehicle,B9374294,104075.0,104075.0,8,0,,3,72
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9374139,79775.0,79775.0,5,2,05/03/2026 16:32:07 +00:00,5,72
2024 Bentley Bentayga,Yes,No,Hybrid AWD,RU233908B,171001.0,171001.0,21149,1,04/26/2026 17:49:58 -05:00,5,74
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9373436,83575.0000,83575.0000,1228,0,,0,74
2024 Tesla Model Y,No,No,Long Range AWD,B9358486A,34291.0,34291.0,21057,2,05/06/2026 13:16:57 +00:00,2,74
2026 BMW 3 Series,No,No,330i NA Sedan,B8G25607,51275.0,51275.0,9,3,04/17/2026 14:56:16 +00:00,1,75
2019 Porsche 911,No,No,Turbo Coupe,RU233619B,173780.0,173780.0,17075,2,05/01/2026 22:27:52 +00:00,3,75
2026 BMW i5,No,No,eDrive40 Sedan,BCX25909,76975.0000,76975.0000,14,3,04/19/2026 11:10:32 +00:00,5,75
2026 BMW 3 Series,No,No,330i NA Sedan,B8G26436,51275.0,51275.0,5,2,03/11/2026 17:33:50 +00:00,0,76
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9370716,80250.0,80250.0,5,0,,0,76
2026 BMW 3 Series,No,No,330i NA Sedan,B8G26838,51925.0000,51925.0000,10,0,,1,76
2024 Honda Civic Sedan,No,No,Sport CVT,BFV90615A,22106.0,22106.0,30173,0,,2,76
2018 Rolls-Royce Phantom,No,No,Sedan,RU234576A,294990.0,294990.0,34250,0,,0,79
2019 Ferrari Portofino,No,No,Convertible,RC025561A,215990.0,215990.0,8075,2,04/22/2026 15:23:52 +00:00,3,79
2026 MINI Countryman,No,No,S ALL4,M7V37686,46350.0000,46350.0000,10,0,,0,80
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9369076,79600.0000,79600.0000,8,0,,1,81
2026 BMW X6,Yes,No,xDrive40i Sports Activity Coupe,B9368251,86150.0,86150.0,19,3,04/29/2026 19:41:21 +00:00,4,81
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9365713,79950.0,79950.0,6,1,02/22/2026 15:31:24 +00:00,1,82
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9362365,80475.0000,80475.0000,4,0,,0,84
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9364276,78850.0000,78850.0000,5,0,,2,84
2026 BMW X2,No,No,xDrive28i Sports Activity Coupe,B5568014,48950.0,48950.0,5,5,05/03/2026 22:36:39 +00:00,5,84
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9408652,80550.0000,80550.0000,5,0,,0,85
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9410193,79600.0,79600.0,4,0,,4,85
2024 MINI Countryman,No,No,Cooper S FWD,BP9049460A,26491.0,26491.0,13318,9,04/24/2026 23:21:23 +00:00,8,85
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9360090,58150.0000,58150.0000,6,1,04/13/2026 21:42:06 +00:00,2,86
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9361636,78050.0,78050.0,8,4,05/03/2026 16:48:52 +00:00,2,86
2023 BMW 5 Series,No,No,530i Sedan,BPCL84787,36791.0,36791.0,14358,13,04/26/2026 07:37:09 +00:00,12,86
2020 Rolls-Royce Cullinan,Yes,Yes,Sport Utility,RU233598B,246405.0,246405.0,33152,0,,0,87
2024 Rolls-Royce Cullinan,No,No,Black Badge Sport Utility,RU234116A,384821.0000,384821.0000,12059,0,,0,88
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5553575,47375.0000,47375.0000,5,0,,0,88
2026 BMW 4 Series,No,No,430i Gran Coupe,BFW25857,55925.0,55925.0,10,3,05/06/2026 19:09:08 +00:00,3,88
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9359126,58150.0,58150.0,8,1,02/07/2026 17:23:37 +00:00,0,89
2026 BMW 3 Series,No,No,M340i Sedan *Ltd Avail*,BFW63072,68780.0000,68780.0000,8,0,,0,89
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9357947,81500.0000,81500.0000,6,0,,1,89
2024 Maserati Ghibli,No,No,Modena Ultima Q4 AWD,RC027482B,64591.0,64591.0,8927,3,05/01/2026 22:31:14 +00:00,5,89
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5632546,47855.0000,47855.0000,7,0,,0,90
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9389437,79250.0000,79250.0000,5,0,,0,90
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5632664,45780.0000,45780.0000,8,0,,0,90
2026 BMW 4 Series,No,No,430i Gran Coupe,BFW27404,56175.0,56175.0,8,0,,0,90
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9428181,80050.0,80050.0,7,0,,0,90
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9398829,58610.0000,58610.0000,6,0,,1,90
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9398799,61410.0,61410.0,4,1,05/06/2026 20:04:49 +00:00,1,90
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9396744,62030.0000,62030.0000,5,2,04/11/2026 08:43:44 +00:00,2,90
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9395745,61680.0000,61680.0000,5,0,,2,90
2026 BMW X5 M,No,No,Competition AWD,B9397524,145220.0000,145220.0000,8,1,03/17/2026 08:53:28 +00:00,4,90
2026 BMW X2,No,No,xDrive28i Sports Activity Coupe,B5558568,53125.0,53125.0,5,3,04/13/2026 15:51:21 -05:00,3,92
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9356023,80600.0000,80600.0000,5,0,,0,93
2023 Land Rover Range Rover Evoque,No,No,S AWD,BP7R30655B,29591.0,29591.0,35603,2,04/30/2026 03:15:17 +00:00,3,93
2016 Ferrari 488 GTB,Yes,No,2dr Cpe,BCW20354B,244891.0,244891.0,14322,4,04/22/2026 15:20:55 +00:00,3,93
2025 Rolls-Royce Cullinan,No,No,Sport Utility,RC026516A,459990.0,459990.0,5751,0,,1,95
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9349408,87350.0,87350.0,7,1,01/31/2026 13:42:19 +00:00,0,96
2026 BMW X7,No,No,xDrive40i Sports Activity Vehicle,B9348331,100180.0,100180.0,5,7,04/25/2026 23:13:19 +00:00,7,96
2026 BMW X2,No,No,xDrive28i Sports Activity Coupe,B5526655,54555.0,54555.0,17,0,,0,98
2026 BMW X5,No,No,xDrive40i Sports Activity Vehicle,B9386885,85175.0000,85175.0000,5,1,04/04/2026 20:27:11 +00:00,3,98
2026 BMW X5,No,No,xDrive40i Sports Activity Vehicle,B9385864,82125.0,82125.0,14,2,04/12/2026 15:49:21 +00:00,6,98
2026 BMW i5,No,No,eDrive40 Sedan,BCX14978,78275.0000,78275.0000,10,1,04/13/2026 12:59:40 +00:00,4,99
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5548910,47925.0,47925.0,8,2,03/07/2026 17:24:35 +00:00,5,99
2026 BMW 8 Series,No,No,M850i xDrive Gran Coupe,BCX18607,112525.0,112525.0,7,5,04/15/2026 23:31:14 +00:00,4,100
2026 BMW X1,No,No,M35i Sports Activity Vehicle,B5535267,57675.0,57675.0,10,4,05/06/2026 16:38:06 +00:00,4,100
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9346372,80725.0000,80725.0000,8,2,03/17/2026 14:59:34 +00:00,5,100
2022 Rolls-Royce Cullinan,No,No,Sport Utility,RU233594A,310000.0,310000.0,15494,0,,0,102
2026 BENTLEY FLYING SPUR,No,No,Azure,RU231967A,349990.0,349990.0,1509,0,,0,102
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9343858,78825.0000,78825.0000,5,0,,0,103
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5549948,46075.0000,46075.0000,10,0,,2,103
2026 BMW 5 Series,No,No,530i Sedan,BCX15773,63615.0,63615.0,8,1,03/23/2026 21:30:47 +00:00,2,103
2026 BMW X7,No,No,xDrive40i Sports Activity Vehicle,B9341225,89280.0,89280.0,8,22,05/06/2026 20:06:25 +00:00,15,103
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5551046,45625.0,45625.0,9,3,03/20/2026 00:21:58 +00:00,3,105
